ITEM,DESCRIP,Gauge,Color
MC26LBKWA48S        ,"26GA LOW GLOSS BLACK / WASH PVDF 48"" GR33 MASTER COIL                                               ",26,LOW GLOSS BLACK/WASH
DC26DKPW            ,26GA DARK BROWN / POLAR WHITE SMP DURACLAD                                                          ,26,DARK BROWN/POLAR WHI
WS226CBPW           ,26GA COFFEE BROWN / POLAR WHITE SMP WS2                                                             ,26,POLAR WHITE/COFFEE B
COIL29DBCG24        ,"29GA WF DARK BRONZE / CHARCOAL GREY SMP 24"" x 50' COIL                                              ",29,WF DARK BRONZE/CHARC
MC20WWWA41S         ,"20GA WHITE WHITE / WASH SMP 41"" GR33 MASTER COIL                                                    ",20,WHITE WHITE/WASH    
SS224SPGBK          ,24GA SPRUCE GREEN / BLACK SMP SS2 (REINFORCED)                                                      ,24,SPRUCE GREEN/BLACK  
SC24STWA9           ,"24GA SIERRA TAN / WHITEWASH PVDF 9.668"" SLIT COIL                                                   ",24,SIERRA TAN/WASH     
PR1626CWSAGE        ,26GA CAMBRDIGE WHITE / SAGE GREEN SMP PROLOK 16                                                     ,26,GUNSTOCK/WASH       
CORSB26BCWA         ,26GA BLACK COFFEE / WHITEWASH SMP CORSB                                                             ,26,BLACK COFFEE/WASH   
PRJT224SMWA         ,24GA SILVER METALLIC / WASH PVDF PRJT2                                                              ,24,SILVER METALLIC/WASH
FLAT24ANWA48120     ,"24GA ACORN / WHITEWASH PVDF 48"" x 120"" FLAT                                                         ",24,ACORN/WASH          
PRJT224DBWWA        ,24GA WF DARK BRONZE / WASH PVDF PRJT2                                                               ,24,WF DARK BRONZE/WASH 
HF1224BKCG          ,24GA BLACK / CHARCOAL GREY SMP HF12                                                                 ,24,CHARCOAL GREY/BLACK 
CF26HB48            ,"*48"" CUSTOM* 26GA HERON BLUE SMP FLASHING                                                           ",26,HERON BLUE/WASH     
DC24HEMWA           ,24GA HEMLOCK GREEN / WHITEWASH PVDF DURACLAD                                                        ,24,HEMLOCK GREEN/WASH  
SC24CGBK9           ,"24GA CHARCOAL GREY / BLACK SMP 9.668"" SLIT COIL                                                     ",24,CHARCOAL GREY/BLACK 
PR1626CGBK          ,26GA CHARCOAL GREY / BLACK SMP PROLOK 16                                                            ,26,CAS DARK BRONZE/WASH
SC24CGBK20          ,"24GA CHARCOAL GREY / BLACK SMP 20.25"" SLIT COIL                                                     ",24,CHARCOAL GREY/BLACK 
PR1624BKCG          ,24GA BLACK / CHARCOAL GREY SMP PROLOK 16                                                            ,24,CHARCOAL GREY/BLACK 
1236PEAK24IRONCA    ,24GA IRON ORE / CASHMERE SMP 1236PEAK                                                               ,24,IRON ORE/CASHMERE   
COROCP24CTWA        ,24GA CONCRETE / WHITEWASH PE COROCP                                                                 ,24,CONCRETE/WASH       
WF636R24BKCG        ,24GA BLACK / CHARCOAL GREY SMP WF636R                                                               ,24,CHARCOAL GREY/BLACK 
FC626ALFG           ,26GA ANTIQUE LINEN / FOREST GREEN (MED GREEN) SMP FC6                                               ,26,ANTIQUE LINEN/FOREST
DC26SGBT            ,26GA STONE GREY / BRIARWOOD TAN SMP DURACLAD                                                        ,26,BRIARWOOD TAN/STONE 
HFICP24BCWA         ,24GA BLACK COFFEE / WHITEWASH SMP HFICP                                                             ,24,BLACK COFFEE/WASH   
HFOCP24BCWA         ,24GA BLACK COFFEE / WHITEWASH SMP HFOCP                                                             ,24,BLACK COFFEE/WASH   
SC24BKWA4           ,"24GA BLACK / WHITEWASH SMP 4.162"" SLIT COIL                                                         ",24,BLACK/WASH          
HF924BCWA           ,24GA BLACK COFFEE / WASH SMP HF9                                                                    ,24,BLACK COFFEE/WASH   
SC24SAGEHB8         ,"24GA SAGE GREEN / HERON BLUE SMP 8.85"" SLIT COIL                                                    ",24,SAGE GREEN/HERON BLU
WSGT26CPWA          ,26GA COPPER PENNY / WASH PVDF WSGT                                                                  ,26,COPPER PENNY/WASH   
DCICP24HOMWA        ,24GA HOMESTEAD / WHITEWASH PVDF DCICP                                                               ,24,HOMESTEAD/WASH      
DC24SHTN            ,24GA SAPPHIRE BLUE / TAN SMP DURACLAD                                                               ,24,SURF WHITE/TAN      
RT2L24SLGWA         ,24GA SLATE GREY / WHITEWASH PVDF RT2L                                                               ,24,SLATE GREY/WASH     
CLFL22PMWA48        ,"*CUSTOM LENGTH* 22GA PARCHMENT / WHITEWASH PVDF 48"" FLAT                                            ",22,PARCHMENT/WASH      
CLFL22TCWA48        ,"*CUSTOM LENGTH* 22GA TERRA COTTA / WHITEWASH PVDF 48"" FLAT                                          ",22,TERRA COTTA/WASH    
COIL26CPWA6         ,"26GA COPPER PENNY / WHITEWASH PVDF 6"" x 50' COIL                                                    ",26,COPPER PENNY/WASH   
SC24SBWA6           ,"24GA SLATE BLUE / WHITEWASH SMP 6.85"" SLIT COIL                                                     ",24,SLATE BLUE/WASH     
FDA63624GA          ,*COMPOSITE* 24GA GALVANIZED 636 FLOOR DECK LAP A                                                    ,22,BARNBOARD/WASH      
EAVEH24DR           ,24GA DARK RED SMP EAVEH                                                                             ,24,DARK RED/WASH       
DCEAVE26IRON        ,26GA IRON ORE / SURF WHITE SMP DCEAVE                                                               ,26,ASHWOOD/WASH        
DC24SADWA           ,24GA SADDLE / WHITEWASH PVDF DURACLAD                                                               ,24,SADDLE/WASH         
SC22WS6             ,"22GA WEATHERING STEEL 6.85"" SLIT COIL                                                               ",22,WEATHERING STEEL    
SC22WS8             ,"22GA WEATHERING STEEL 8.85"" SLIT COIL                                                               ",22,WEATHERING STEEL    
SC26BKCG12          ,"26GA BLACK / CHARCOAL GREY SMP 12.668"" SLIT COIL                                                    ",26,BLACK/CHARCOAL GREY 
DCCC26MIS           ,26GA MIST GREEN SMP DCCC                                                                            ,26,BLACK/CHARCOAL GREY 
1236JT124CAIRON     ,24GA CASHMERE / IRON ORE SMP 1236JT1                                                                ,24,IRON ORE/CASHMERE   
1236OCP24CAIRON     ,24GA CASHMERE / IRON ORE SMP 1236OCP                                                                ,24,IRON ORE/CASHMERE   
SC24LBKWA3          ,"24GA LOW GLOSS BLACK / WHITEWASH PVDF 3.162"" SLIT COIL                                              ",24,LOW GLOSS BLACK/WASH
WSOCP24HOM          ,24GA HOMESTEAD PVDF WSOCP                                                                           ,24,                    
PBEZOC24ACWA        ,24GA AGED COPPER / WHITEWASH PVDF PBEZOC                                                            ,24,AGED COPPER/WASH    
636EZJ24BKWA        ,24GA BLACK / WHITEWASH SMP 636 EZLOK J-TRIM                                                         ,24,BLACK/WASH          
COR26WWWH           ,26GA WHITE WHITE / BRITE WHITE SMP CORRUGATED                                                       ,26,BRITE GREEN/WASH    
CF22RW6             ,"*6"" CUSTOM* 22GA REGAL WHITE PVDF FLASHING                                                          ",22,AGED COPPER/WASH    
636DC24RWWA         ,24GA REGAL WHITE / WHITEWASH PVDF 636DC                                                             ,24,REGAL WHITE/WASH    
HF12R122DBCWA       ,*1 RIB* 22GA CAS DARK BRONZE / WHITEWASH PVDF HF12                                                  ,22,CAS DARK BRONZE/WASH
DCGT26IRON          ,26GA IRON ORE / SURF WHITE SMP DCGT                                                                 ,26,CAS DARK BRONZE/WASH
1236HD24BUSW        ,24GA BURGUNDY / SURF WHITE SMP 1236HD                                                               ,24,SURF WHITE/BURGUNDY 
1236JT124BUSW       ,24GA BURGUNDY / SURF WHITE SMP 1236JT1                                                              ,24,SURF WHITE/BURGUNDY 
1236SB24BUSW        ,24GA BURGUNDY / SURF WHITE SMP 1236SB                                                               ,24,SURF WHITE/BURGUNDY 
SC24SADWA20         ,"24GA SADDLE / WHITEWASH PVDF 20.25"" SLIT COIL                                                       ",24,SADDLE/WASH         
PR1624SADWA         ,24GA SADDLE / WHITEWASH PVDF PROLOK 16                                                              ,24,                    
SC24SAGEHB20        ,"24GA SAGE GREEN / HERON BLUE SMP 20.25"" SLIT COIL                                                   ",24,SAGE GREEN/HERON BLU
PR1624SAGEHB        ,24GA SAGE GREEN / HERON BLUE SMP PROLOK 16                                                          ,24,HEMLOCK GREEN/WASH  
FLAT24CBPW48120     ,"24GA COFFEE BROWN / POLAR WHITE SMP 48"" x 120"" FLAT                                                 ",24,COFFEE BROWN/POLAR W
MC24CBPW48S         ,"24GA COFFEE BROWN / POLAR WHITE SMP 48"" GR33 MASTER COIL                                            ",24,COFFEE BROWN/POLAR W
1236GT24SGWA        ,24GA STONE GREY / WASH SMP 1236GT                                                                   ,24,STONE GREY/WASH     
COR26MBDK           ,26GA METRO BROWN / DARK BROWN SMP CORRUGATED                                                        ,26,BLACK/BLACK         
RR1229DBCG          ,29GA WF DARK BRONZE / CHARCOAL GREY SMP RR12                                                        ,29,WF DARK BRONZE/CHARC
CLFL22SBWW48        ,"*CUSTOM LENGTH* 22GA SLATE BLUE / WHITE WHITE SMP 48"" FLAT                                          ",22,SLATE BLUE/WHITE WHI
1236JT124OTGWA      ,24GA OLD TOWN GREY / WHITEWASH PVDF 1236JT1                                                         ,24,OLD TOWN GREY/WASH  
PBEZOC24LPWA        ,24GA LIGHT PINE PE PBEZOC                                                                           ,24,COLORED             
HF12R1P24DBCWA      ,*1 RIB* *PERF* 24GA CAS DARK BRONZE / WHITEWASH PVDF HF12                                           ,24,CHAMPAGNE METAL/WASH
CF24AC36            ,"*36"" CUSTOM* 24GA AGED COPPER / WHITEWASH PVDF FLASHING                                             ",24,                    
MC26WWBW48S         ,"26GA WHITE WHITE / BONE WHITE SMP 48"" GR33 MASTER COIL                                              ",26,WHITE WHITE/BONE WHI
HF12P22SGMB         ,*PERF* 22GA STONE GREY / METRO BROWN SMP HF12                                                       ,22,CAMBRIDGE WHITE     
COR24SAFWA          ,24GA SAFETY YELLOW / WHITEWASH SMP CORRUGATED                                                       ,24,ANTIQUE LINEN/WHITE 
DCGT24ESPWA         ,24GA ESPRESSO / WASH PVDF DCGT                                                                      ,24,ESPRESSO/WASH       
DCEAVE24ESPWA       ,24GA ESPRESSO / WASH PVDF DCEAVE                                                                    ,24,ESPRESSO/WASH       
PROEAVE24ESPWA      ,24GA ESPRESSO / WASH PVDF PROEAVE                                                                   ,24,ESPRESSO/WASH       
PR1226PWCB          ,26GA POLAR WHITE / COFFEE BROWN SMP PROLOK 12                                                       ,26,COLORED             
PR1624GUNWA         ,24GA GUNSTOCK / WHITEWASH PVDF PROLOK 16                                                            ,24,                    
1236HD29TNWA        ,29GA TAN / WHITEWASH SMP 1236HD                                                                     ,29,TAN/WASH            
CF24RRWA15          ,"*15"" CUSTOM* 24GA RETRO RED / WHITEWASH PVDF FLASHING                                               ",24,RETRO RED/WASH      
FLAT26GRAWA405120   ,"26GA GRAPHITE / WHITEWASH TEX 40.5"" x 120"" FLAT                                                     ",26,GRAPHITE/WASH       
COR26WHWW           ,26GA BRITE WHITE / WHITE WHITE SMP CORRUGATED                                                       ,26,BRITE GREEN/WASH    
SC26CBPW16          ,"26GA COFFEE BROWN / POLAR WHITE SMP 16"" SLIT COIL                                                   ",26,COFFEE BROWN/POLAR W
PR1226PWBC          ,26GA POLAR WHITE / BLACK COFFEE SMP PROLOK 12                                                       ,26,DARK BRONZE/CHARCOAL
EAVEH26ALFG         ,26GA ANTIQUE LINEN / FOREST GREEN (MED GREEN) SMP EAVEH                                             ,26,ANTIQUE LINEN/FOREST
SS226IRONSW         ,26GA IRON ORE / SURF WHITE SMP SS2 (REINFORCED)                                                     ,26,IRON ORE/SURF WHITE 
CLFL24CTWA48        ,"*CUSTOM LENGTH* 24GA CONCRETE / WHITEWASH PE 48"" FLAT                                               ",24,CONCRETE/WASH       
PRJT229WHWA         ,29GA BRITE WHITE / WASH SMP PRJT2                                                                   ,29,BRITE WHITE/WASH    
DIA26BKBK           ,26GA BLACK / BLACK SMP DIAMOND                                                                      ,26,BLACK/BLACK         
SC24CTWA9           ,"24GA CONCRETE / WHITEWASH PE 9.668"" SLIT COIL                                                       ",24,CONCRETE/WASH       
123624CWGD          ,24GA CAMBRIDGE WHITE / GOLD SMP WF1236                                                              ,24,GOLD/CAMBRIDGE WHITE
123622BKCG          ,22GA BLACK / CHARCOAL GREY SMP WF1236                                                               ,22,BLACK/CHARCOAL GREY 
1236ICC29IVWA       ,29GA IVORY / WASH SMP 1236ICC                                                                       ,29,IVORY/WASH          
HF12P24BWWA         ,*PERF* 24GA BONE WHITE / WHITEWASH SMP HF12                                                         ,24,BLACK/CHARCOAL GREY 
WSPROW29BKWA        ,29GA BLACK / WASH SMP WSPROW                                                                        ,29,BLACK/WASH          
RR12H29BCWA         ,*HEM* 29GA BLACK COFFEE / WASH SMP RR12                                                             ,29,BLACK COFFEE/WASH   
SC24SLGWA6          ,"24GA SLATE GREY / WHITEWASH PVDF 6.85"" SLIT COIL                                                    ",24,SLATE GREY/WASH     
COIL26GRAWA48       ,"26GA GRAPHITE / WHITEWASH TEX 48"" x 50' COIL                                                        ",26,GRAPHITE/WASH       
DC26PWCB            ,26GA POLAR WHITE / COFFEE BROWN SMP DURACLAD                                                        ,26,POLAR WHITE/COFFEE B
FLATP24CGWA48120    ,"*PERF* 24GA CHARCOAL GREY / WHITEWASH SMP 48"" x 120"" FLAT                                           ",24,ASHWOOD/WASH        
FLATP24SHTN48120    ,"*PERF* 24GA SAPPHIRE BLUE / TAN SMP 48"" x 120"" FLAT                                                 ",24,SURF WHITE/TAN      
MCP24SHTN48S        ,"*PERF* 24GA SAPPHIRE BLUE / TAN SMP 48"" GR33 MASTER COIL                                            ",24,SAPPHIRE BLUE/TAN   
CORP24CG            ,*PERF* 24GA CHARCOAL GREY SMP CORRUGATED                                                            ,24,CHARCOAL GREY/WASH  
CORCCH24DUR         ,24GA DURANGO PVDF CORCCH                                                                            ,24,                    
PBJT24GRAWA         ,24GA GRAPHITE / WASH TEX PBJT                                                                       ,24,GRAPHITE/WASH       
123624BSLWA         ,24GA BURNISHED SLATE / WASH TEX WF1236                                                              ,24,BURNISHED SLATE/WASH
636DC26SHGD         ,26GA SAPPHIRE BLUE / GOLD SMP 636DC                                                                 ,26,SAPPHIRE BLUE/GOLD  
636DC24SHTN         ,24GA SAPPHIRE BLUE / TAN SMP 636DC                                                                  ,24,SURF WHITE/TAN      
123622CWRG          ,22GA CAMBRIDGE WHITE / REGENT GREY SMP WF1236                                                       ,22,CAMBRIDGE WHITE/REG 
123622CAIRON        ,22GA CASHMERE / IRON ORE SMP WF1236                                                                 ,22,IRON ORE/CASHMERE   
HF6P24WWWA          ,*PERF* 24GA WHITE WHITE / WHITEWASH SMP HF6                                                         ,24,WHITE WHITE/WASH    
COR24BABA           ,24GA BARN BOARD / BARN BOARD PVDF CORRUGATED                                                        ,24,                    
PR1624BUSW          ,24GA BURGUNDY / SURF WHITE SMP PROLOK 16                                                            ,24,BRITE RED/POLAR WHIT
PRSW24WZ            ,24GA WEATHERED ZINC PVDF PRSW                                                                       ,24,CLAY/WASH           
PB6P24MBWA          ,*PERF* 24GA METRO BROWN / WHITEWASH SMP PROBOARD 6                                                  ,24,METRO BROWN/WASH    
636ICP24LU          ,24GA GALVALUME 636ICP                                                                               ,24,BONE WHITE/WASH     
SC24CTWA8           ,"24GA CONCRETE / WHITEWASH PE 8.85"" SLIT COIL                                                        ",24,CONCRETE/WASH       
RDA63622BWWW        ,22GA BONE WHITE / WHITE WHITE SMP 636 ROOF DECK LAP A                                               ,22,BONE WHITE/WHITE    
SC24TCWA12          ,"24GA TERRA COTTA / WHITEWASH PVDF 12.668"" SLIT COIL                                                 ",24,TERRA COTTA/WASH    
COIL26BKBK12        ,"26GA BLACK / BLACK SMP 12"" x 50' COIL                                                               ",26,BLACK/BLACK         
AC24ANAN            ,24GA ACORN / ACORN PVDF ALLCLAD                                                                     ,24,ACORN/ACORN         
SC22DKPW6           ,"22GA DARK BROWN / POLAR WHITE SMP 6.85"" SLIT COIL                                                   ",22,DARK BROWN/POLAR WHI
PB422PWDK           ,22GA POLAR WHITE / DARK BROWN SMP PROBOARD 4                                                        ,22,DARK BROWN/POLAR WHI
SC20GA9             ,"20GA GALVANIZED 9.668"" SLIT COIL                                                                    ",20,GALVANIZED          
PBOCP24GRAWA        ,24GA GRAPHITE / WASH TEX PBOCP                                                                      ,24,GRAPHITE/WASH       
SC20GA16            ,"20GA GALVANIZED 16"" SLIT COIL                                                                       ",20,GALVANIZED          
AC26BRRG            ,26GA BRITE RED / REGENT GREY SMP ALLCLAD                                                            ,26,REGENT GREY/BRITE RE
HF12R226PWDK        ,*2 RIB* 26GA POLAR WHITE / DARK BROWN SMP HF12                                                      ,26,BLACK COFFEE/WASH   
636JT122OTGOTG      ,22GA OLD TOWN GREY / OLD TOWN GREY PVDF 636JT1                                                      ,22,OLD TOWN GREY/OLD TO
RDA63618WAWW        ,18GA WHITEWASH / WHITE WHITE 636 ROOF DECK LAP A                                                    ,18,BARNBOARD/WASH      
FDA32418WWWA        ,*COMPOSITE* 18GA WHITE WASH / WHITE WHITE SMP 324 FLOOR DECK LAP A                                  ,18,BRITE GREEN/WASH    
EZJ124DBWWA         ,"24GA WF DARK BRONZE / WHITEWASH PVDF 1"" EZLOK J-TRIM                                                ",24,WF DARK BRONZE/WASH 
WF63626DKMB         ,26GA DARK BROWN / METRO BROWN SMP WF636                                                             ,26,ASHWOOD/WASH        
MC26DKMB48S         ,"26GA DARK BROWN / METRO BROWN SMP 48"" GR33 MASTER COIL                                              ",26,DARK BROWN/METRO BRO
PB6P22DBCWA         ,*PERF* 22GA CAS DARK BRONZE / WHITEWASH PVDF PROBOARD 6                                             ,22,CAS DARK BRONZE/WASH
PBJT22DB            ,22GA DARK BRONZE / WHITEWASH PVDF PBJT                                                              ,22,DARK BRONZE/WASH    
SC22DBCWA8          ,"22GA CAS DARK BRONZE / WHITEWASH PVDF 8.85"" SLIT COIL                                               ",22,CAS DARK BRONZE/WASH
PB622DBCWA          ,22GA CAS DARK BRONZE / WHITEWASH PVDF PROBOARD 6                                                    ,22,CAS DARK BRONZE/WASH
HF922DBCWA          ,22GA CAS DARK BRONZE / WHITEWASH PVDF HF9                                                           ,22,CAS DARK BRONZE/WASH
HFJTV22DBCWA        ,22GA CAS DARK BRONZE / WASH PVDF HFJTV                                                              ,22,CAS DARK BRONZE/WASH
HFOCP22DBCWA        ,22GA CAS DARK BRONZE / WHITEWASH PVDF HFOCP                                                         ,22,CAS DARK BRONZE/WASH
FLAT22DBCWA48120    ,"22GA CAS DARK BRONZE / WHITEWASH PVDF 48"" x 120"" FLAT                                               ",22,CAS DARK BRONZE/WASH
MC18WWWA48S         ,"18GA WHITE WHITE / WASH SMP 48"" GR33 MASTER COIL                                                    ",18,WHITE WHITE/WASH    
MC18WWWA41S         ,"18GA WHITE WHITE / WASH SMP 41"" GR33 MASTER COIL                                                    ",18,WHITE WHITE/WASH    
HF1224CORWA         ,24GA CORTEN / WHITEWASH PE HF12                                                                     ,24,ASHWOOD/WASH        
636DC24CORWA        ,24GA CORTEN / WASH PE 636DC                                                                         ,24,CORTEN/WASH         
1236DC24SLGWA       ,24GA SLATE GREY / WASH PVDF 1236DC                                                                  ,24,SLATE GREY/WASH     
WF63624CORWA        ,24GA CORTEN / WASH PE WF636                                                                         ,24,CORTEN/WASH         
SC26PTWA20          ,"26GA PACIFIC TURQUOISE / WHITEWASH SMP 20.25"" SLIT COIL                                             ",26,PACIFIC TURQ/WASH   
COR26SPCW           ,26GA SWEET PEA / CAMBRIDGE WHITE SMP CORRUGATED                                                     ,26,CAMBRIDGE WHITE     
FLAT26SPCW48120     ,"26GA SWEET PEA / CAMBRIDGE WHITE SMP 48"" x 120"" FLAT                                                ",26,SWEET PEA/CAMBRIDGE 
MC26SPCW48S         ,"26GA SWEET PEA / CAMBRIDGE WHITE SMP 48"" GR33 MASTER COIL *S/O                                      ",26,SWEET PEA/CAMBRIDGE 
CLFL20LU48          ,"*CUSTOM LENGTH* 20GA GALVALUME 48"" FLAT                                                             ",20,GALVALUME           
COR22CAIRON         ,22GA CASHMERE / IRON ORE SMP CORRUGATED                                                             ,22,ASHWOOD/WASH        
SC24FROWA3          ,"24GA FRONTIER / WHITEWASH PVDF 3.162"" SLIT COIL                                                     ",24,FRONTIER/WASH       
RS124FROWA          ,"24GA FRONTIER / WASH PVDF 1"" REVEAL STRIP                                                           ",24,FRONTIER/WASH       
HF6P24BKWA          ,*PERF* 24GA BLACK / WASH SMP HF6                                                                    ,24,BLACK/WASH          
HF12W22SMWA         ,22GA SILVER METALLIC / WHITEWASH PVDF HF12 WAVE                                                     ,24,COLORED             
1236GT26SH          ,26GA SAPPHIRE BLUE / GOLD SMP 1236GT                                                                ,26,SAPPHIRE BLUE/GOLD  
636JT122BWWW        ,22GA BONE WHITE / WHITE WHITE SMP 636JT1                                                            ,22,BONE WHITE/WHITE    
636DC22BWWW         ,22GA BONE WHITE / WHITE WHITE SMP 636DC                                                             ,22,BONE WHITE/WHITE    
SC24LZWA8           ,"24GA LIGHT ZINC / WHITEWASH PVDF 8.85"" SLIT COIL                                                    ",24,LIGHT ZINC/WASH     
DCJT124CNWA         ,24GA CANYON / WHITEWASH PVDF DCJT1                                                                  ,24,CANYON/WASH         
DCDC24CNWA          ,24GA CANYON / WHITEWASH PVDF DCDC                                                                   ,24,CANYON/WASH         
COR26CGMG           ,26GA CHARCOAL GREY / MELCHERS GREEN SMP CORRUGATED                                                  ,26,DARK RED/WASH       
COR26MGCG           ,26GA MELCHERS GREEN / CHARCOAL GREY SMP CORRUGATED                                                  ,26,DARK RED/WASH       
MC26MGCG48S         ,"26GA MELCHERS GREEN / CHARCOAL GREY SMP 48"" GR33 MASTER COIL *S/O                                   ",26,MELCHERS GREEN/CHARC
FLAT24ONXWA405120   ,"24GA BLACK ONYX / WHITEWASH TEX 40.5"" x 120"" FLAT                                                   ",24,BLACK ONYX/WASH     
SC26BSWA6           ,"26GA BUCKSKIN / WHITEWASH SMP 6.85"" SLIT COIL                                                       ",26,BUCKSKIN/WASH       
HFWT24DURWA         ,24GA DURANGO / WHITEWASH PVDF HFWT                                                                  ,24,DURANGO/WASH        
SC22WS12            ,"22GA WETHERING STEEL 12.668"" SLIT COIL                                                              ",22,WEATHERING STEEL    
SC24LPWA16          ,"24GA LIGHT PINE / WHITEWASH PE 16"" SLIT COIL                                                        ",24,LIGHT PINE/WASH     
HF6P24BCWA          ,*PERF* 24GA BLACK COFFEE / WASH SMP HF6                                                             ,24,BLACK COFFEE/WASH   
CORCCH26CP          ,26GA COPPER PENNY PVDF CORCCH                                                                       ,26,DARK BROWN/POLAR WHI
SC26BKBK16          ,"26GA BLACK / BLACK SMP 16"" SLIT COIL                                                                ",26,BLACK/BLACK         
PR1226BKBK          ,26GA BLACK / BLACK SMP PROLOK 12                                                                    ,26,BLACK/BLACK         
CF24KNOWA15         ,"*15"" CUSTOM* 24GA KNOTTY PINE / WASH PE FLASHING                                                    ",24,KNOTTY PINE/WASH    
LT826ALFG           ,26GA ANTIQUE LINEN / FOREST GREEN (MED GREEN) SMP LT8                                               ,26,ANTIQUE LINEN/FOREST
636DC26GDSH         ,26GA GOLD / SAPPHIRE BLUE SMP 636DC                                                                 ,26,SAPPHIRE BLUE/GOLD  
CF22BWWW6           ,"*6"" CUSTOM* 22GA BONE WHITE / WHITE WHITE SMP FLASHING                                              ",22,BONE WHITE/WHITE    
PBJT22LBK           ,22GA LOW GLOSS BLACK / WHITEWASH PVDF PBJT                                                          ,22,LOW GLOSS BLACK/WASH
FLAT22LBKWA48120    ,"22GA LOW GLOSS BLACK / WHITEWASH PVDF 48"" x 120"" FLAT                                               ",22,LOW GLOSS BLACK/WASH
SC22LBKWA6          ,"22GA LOW GLOSS BLACK / WHITEWASH PVDF 6.85"" SLIT COIL                                               ",22,LOW GLOSS BLACK/WASH
636DC26SMWA         ,26GA SILVER METALLIC / WHITEWASH PVDF 636DC                                                         ,26,SILVER METALLIC/WASH
1236CC26CWSAGE      ,26GA CAMBRIDGE WHITE / SAGE GREEN SMP 1236CC                                                        ,26,SAGE GREEN/CAMBRIDGE
1236ICC26CWSAGE     ,26GA CAMBRIDGE WHITE / SAGE GREEN SMP 1236ICC                                                       ,26,SAGE GREEN/CAMBRIDGE
SC24GRAWA5          ,"24GA GRAPHITE / WHITEWASH TEX 5.162"" SLIT COIL                                                      ",24,GRAPHITE/WASH       
SC24GRAWA9          ,"24GA GRAPHITE / WHITEWASH TEX 9.668"" SLIT COIL                                                      ",24,GRAPHITE/WASH       
SC24GRAWA12         ,"24GA GRAPHITE / WHITEWASH TEX 12.668"" SLIT COIL                                                     ",24,GRAPHITE/WASH       
CF26GDSH24          ,"*24"" CUSTOM* 26GA GOLD / SAPPHIRE BLUE SMP FLASHING                                                 ",26,SAPPHIRE BLUE/GOLD  
HF12P24BCWA         ,*PERF* 24GA BLACK COFFEE / WASH SMP HF12                                                            ,24,BLACK COFFEE/WASH   
CORICP24BU          ,24GA BURGUNDY SMP CORICP                                                                            ,24,BRITE RED/POLAR WHIT
CORJT224BU          ,24GA BURGUNDY SMP CORJT2                                                                            ,24,BRITE RED/POLAR WHIT
636SB24BU           ,24GA BURGUNDY SMP 636SB                                                                             ,24,BRITE RED/POLAR WHIT
636EAVE26CRWA       ,26GA COLONAIL RED / WHITEWASH PVDF 636EAVE                                                          ,26,COLONIAL RED/WASH   
636GT26CRWA         ,26GA COLONIAL RED / WHITEWASH PVDF 636GT                                                            ,26,COLONIAL RED/WASH   
HFJTV24LBKWA        ,24GA LOW GLOSS BLACK / WASH PVDF HFJTV                                                              ,24,LOW GLOSS BLACK/WASH
SC22LBKWA12         ,"22GA LOW GLOSS BLACK / WHITEWASH PVDF 12.668"" SLIT COIL                                             ",22,LOW GLOSS BLACK/WASH
MESA29CGDB          ,29GA CHARCOAL GREY / WF DARK BRONZE SMP MESA                                                        ,29,WF DARK BRONZE/CHARC
ICP124CGWA          ,24GA CHARCOAL GREY / WHITEWASH SMP ICP1                                                             ,24,CHARCOAL GREY/WASH  
DIA24BAWA           ,24GA BARN BOARD / WHITEWASH PVDF DIAMOND                                                            ,24,BARNBOARD/WASH      
EAVEH24BCWA         ,24GA BLACK COFFEE / WHITEWASH SMP EAVEH                                                             ,24,BLACK COFFEE/WASH   
EAVEH26BCWA         ,26GA BLACK COFFEE / WASH SMP EAVEH                                                                  ,26,BLACK COFFEE/WASH   
FLAT26MGCG48120     ,"26GA MELCHERS GREEN / CHARCOAL GREY SMP 48"" x 120"" FLAT                                             ",26,MELCHERS GREEN/CHARC
WF636R26BKCG        ,26GA BLACK / CHARCOAL GREY SMP WF636R                                                               ,26,BLACK/CHARCOAL GREY 
MC26WHWW48S         ,"26GA BRITE WHITE / WHITE WHITE SMP 48"" GR33 MASTER COIL                                             ",26,BRITE WHITE/WHITE WH
EZT124WH            ,"24GA BRITE WHITE SMP EZLOK T 1""                                                                     ",24,CLAY/WASH           
PRJT229RBWA         ,29GA ROYAL BLUE / WASH SMP PRJT2                                                                    ,29,ROYAL BLUE/WASH     
SC24LBSG16          ,"24GA LABRADOR BLUE / STONE GREY SMP 16"" SLIT COIL                                                   ",24,LABRADOR BLUE/STONE 
DC26CBPW            ,26GA COFFEE BROWN / POLAR WHITE SMP DURACLAD                                                        ,26,COFFEE BROWN/POLAR W
123620AM            ,20GA ALUMINUM WF1236                                                                                ,20,ALUMINUM            
COIL26BKCG12        ,"26GA BLACK / CHARCOAL GREY SMP 12"" x 50' COIL                                                       ",26,BLACK/CHARCOAL GREY 
HFDC26SH            ,26GA SAPPHIRE BLUE SMP HFDC                                                                         ,26,SAPPHIRE BLUE       
HFJT126SH           ,26GA SAPPHIRE BLUE SMP HFJT1                                                                        ,26,SAPPHIRE BLUE       
SC24IOWA20          ,"24GA INT'L ORANGE / WHITEWASH SMP 20.25"" SLIT COIL                                                  ",24,INT'L ORANGE/WASH   
